Empresas do ramo alimentício de São José do Rio Preto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nome ;Segmento ;Contato;Instagram/Facebook;Número de Seguidores;Ifood;Link Ifood;Outra Plataforma de Delivery;Link da Plataforma ;Avaliação Google;Avaliação Ifood;CNPJ;Endereço;Bairro;Região Adm;CEP;Porte;CNAE;;;;;;;;;;;;;;
PINÓ 4002 BAR;Comida Brasileira;(17) 99713-9048;pino_4002;30900,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pino-4002-vila-santo-antonio;*;*;4,60;;33.263.574/0001-01;RUA INDEPENDENCIA, 4002;VILA SANTO ANTONIO;Central;15014-400;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
MINIMERCADO LUAN;Outros;(17) 991625663;*;;*;*;*;*;;;07.817.776/0001-48;RUA JOSEFINA REIS ASSUNCAO, 141;VILA SANTO ANTONIO;Central;15047-147;INDIVIDUAL;01/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 8818-4178;*;;*;*;*;*;;;46.556.322/0001-12;RUA GERALDO BARBOSA DE OLIVEIRA, 1636;VILA SANTO ANTONIO;Central;15047-166;INDIVIDUAL;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE SAMAMBAIA;Comida Brasileira;(17) 3301-3042;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-samambaia-santos-dumont;*;*;4,60;4,80;11.728.628/0001-24;RUA PRESCILIANO PINTO, 2324;SANTOS DUMONT;Central;15020-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
M I S BAR E LANCHONETE;Lanchonete/Diversos;(17) 3225-9912;*;;*;*;*;*;;;28.981.435/0001-83;RUA JOAO JOSE LUCANIA FERNANDES, 261;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;Represa;15057-200;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BURGUETTE;Lanchonetes/Hamburguerias;(17) 99220-9202;*;;*;*;*;*;;;18.507.951/0001-17;ESTRADA BENEDITO SUFREDINI, 855;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;Represa;15057-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
NEVES MARMITARIA LTDA;Comida Brasileira;(17) 3301-2649;nevesmarmitaria;536,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/neves-marmitaria-ltda-conjunto-habitacional-sao-deocleciano/;*;*;4,60;4,80;39.381.254/0001-32;RUA TOSHIO WATANABE, 90 ;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;Represa;15057-090;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PIZZARIA DO BRANCO;Pizzarias/Massas;(17) 3353-5408;pizzariadobranco;6149,00;*;*;Plataforma Propria;https://pizzariadobranco.com.br/;4,60;;37.718.330/0001-27;RUA JOAQUIM ANTONIO MACHADO DE CAMPOS, 991 ;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;Represa;15057-150;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
TONINHOS COMIDA CASEIRA II;Comida Brasileira;(17) 3012-1029 / (17) 3012-1822;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/toninhos-comida-caseira-ii-sao-deocleciano;*;*;4,60;5,00;12.846.852/0001-83;RUA VIRGILIO DIAS DE CASTRO, 38 CASA FRENTE;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;Represa;15057-030;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
EMPORIUM REGINA;Comida Brasileira;(17) 3223-4384;*;;*;*;*;*;4,70;;45.907.453/0001-34;RUA VIRGILIO DIAS DE CASTRO, 170 ;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;Represa;15057-030;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE FRANCISCANO;Comida Brasileira;(17) 3216-3875 / (17) 3216-6833;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-franciscano-sao-francisco;Anota Ai;https://pedido.anota.ai/loja/restaurantefranciscano?from=site&referer=https://www.google.com/;4,50;4,40;13.078.577/0001-68;AVENIDA BENEDITO RODRIGUES LISBOA, 333 ;JARDIM SÃO FRANCISCO;HB;15086-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 9185-5788;*;;*;*;*;*;;;28.683.887/0001-89;RUA ARTHUR TRUZZI, 605 ;JARDIM SÃO FRANCISCO;HB;15086-180;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
VELHO CHICO EMPORIO E BOTIQUIM;Outros;(18) 9157-1277;*;;*;*;*;*;;;35.833.533/0001-39;R RUITHER MOREIRA RODRIGUES, 1759 ;JARDIM SÃO FRANCISCO;HB;15086-055;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ESPETO DO X;Outros;(17) 9213-3850;*;;*;*;*;*;;;36.966.542/0001-60;RUA RUITHER MOREIRA RODRIGUES, 1850 ;JARDIM SÃO FRANCISCO;HB;15086-055;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
OLIVEIRA E SILVA PIZZARIA RIO PRETO LTDA;Pizzarias/Massas;(17) 3227-0725;*;;*;*;*;*;;;41.093.585/0001-19;AVENIDA PRESIDENTE GETULIO VARGAS, 314 ;JARDIM SÃO FRANCISCO;HB;15086-080;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PIZZARIA AURORA;Pizzarias/Massas;(17) 3364-8002 / (17) 3364-8006;aurorapizzariarp;916,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pizzaria-aurora-sao-francisco;*;*;4,50;4,80;30.492.692/0001-01;AVENIDA PRESIDENTE GETULIO VARGAS, 550 ;JARDIM SÃO FRANCISCO;HB;15086-080;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
AQUILES TUKAMOTO S. J. DO RIO PRETO;Lanchonete/Diversos;(17) 3227-8619;aquilessashimi;3046,00;*;*;*;*;4,60;;04.972.650/0001-50;RUA PORTUGAL, 856 ;VILA SÃO JOAQUIM;HB;15084-070;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
OW CAFE E GASTRONOMIA;Outros;(17) 8829-0535 / (17) 3301-1713 / (17) 3301-1714;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/ow-cafe-sao-joaquim/;*;*;4,90;4,70;36.447.636/0001-23;RUA INDEPENDENCIA, 4559 ;VILA SÃO JOAQUIM;HB;15084-110;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ROTISSERIE DA SOGRA;Comida Brasileira;(17) 3211-9900 / (17) 9147-2674 / (17) 3211-9900;*;;*;*;*;*;4,50;;18.787.285/0001-18;RUA INDEPENDENCIA, 4.559 ;VILA SÃO JOAQUIM;HB;15084-110;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
LRS PIZZARIA E ALIMENTOS LTDA;Pizzarias/Massas;(17) 3211-4411;*;;*;*;*;*;;;29.773.740/0001-42;AVENIDA DOUTOR ERNANI PIRES DOMINGUES, 1846 QUADRA4;ELDORADO;Cidade da Criança;15043-180;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 3237-5582;*;;*;*;*;*;;;21.397.767/0001-76;RUA PENITA - ATE 2500/2501, 2210 ;VILA NOSSA SENHORA DA PAZ;Central;15025-150;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 3227-7270;*;;*;*;*;*;;;48.210.161/0001-36;AVENIDA BRIGADEIRO FARIA LIMA, 5913 SALA - A;VILA SÃO JOSÉ;HB;15090-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
FLORITA CAFE;Outros;(17) 9713-4378 / (17) 3212-5476;*;;*;*;*;*;;;05.324.873/0001-73;AVENIDA BRIGADEIRO FARIA LIMA, 5544 FUNDOS A 100 METROS QUIOSQ01;VILA SÃO JOSÉ;HB;15090-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 3302-1200 / (17) 4009-1700 / (17) 4009-1701;*;;*;*;*;*;;;26.386.663/0001-80;AVENIDA BRIGADEIRO FARIA LIMA 6363, 6363 SUC 193;JARDIM MORUMBI;HB;15090-900;EMPRESA DE PEQUENO PORTE;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE SO SUCO;Lanchonete/Diversos;(17) 3211-9900;*;;*;*;*;*;4,50;;25.044.999/0001-00;AVENIDA BRIGADEIRO FARIA LIMA, 5555 ;VILA SÃO JOSÉ;HB;15090-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RISOTTO MIX;Lanchonete/Diversos;(17) 3523-4969 / (17) 3521-2866 / (17) 3523-4969;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/risotto-mix-jardim-marajo;*;*;3,00;4,60;14.440.698/0001-70;AVENIDA ALFREDO ANTONIO DE OLIVEIRA, 2077 SETOR EUC F-04;JARDIM MARAJÓ;Represa;15046-355;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
AVALANCHE;Outros;(17) 3217-9555 / (17) 3217-9555;*;;*;*;*;*;;;12.483.631/0001-98;RUA MARIA ROSA FERRARI, 501 SALA SALAO;VILA SAO JOSE OPERARIO;Cidade da Criança;15035-380;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 9772-4186;*;;*;*;*;*;;;37.287.392/0001-21;RUA DOS CAJUEIROS, 67 ;VILA SÃO JUDAS TADEU;Vila Toninho;15053-783;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
VARANDA'S RESTAURANTE;Comida Brasileira;(17) 3214-0622;*;;*;*;*;*;4,60;;31.004.217/0001-01;AVENIDA SAO JUDAS TADEU, 29 ;VILA SÃO JUDAS TADEU;Vila Toninho;15075-290;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BLESSED RESTAURANTE E ESPETARIA;Comida Brasileira;(17) 8817-8141;*;;*;*;*;*;;;43.213.401/0001-32;AV MAJOR LEO LERRO, 1360 SALA B;VILA SÃO JUDAS TADEU;Vila Toninho;15075-230;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
EMPORIO DI MARIA;Outros;(17) 9272-1479;dimaria.riopreto;667,00;*;*;*;*;4,70;;42.437.000/0001-01;AVENIDA DE MAIO, 2225 ;VILA SÃO JUDAS TADEU;Vila Toninho;15075-350;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
OSNI LANCHES;Lanchonete/Diversos;(17) 3218-3254;osnilanches;2660,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/osni-lanches-vila-sao-judas-tadeu;PodPedi;https://podpedi.com/osnilanches;4,20;4,50;04.781.776/0001-47;AVENIDA DE MAIO, 2235 ;VILA SÃO JUDAS TADEU;Vila Toninho;15075-350;EMPRESA DE PEQUENO PORTE;01/02/5611;;;;;;;;;;;;;;
YALLAH EXPRESS;Comida Étnica (Arábia);(17) 3042-1581;yallah.express;7040,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/yallah-express-esfiharia-parque-sao-miguel;*;*;4,20;4,40;35.848.961/0001-35;AVENIDA NELSON SINIBALDI, 1250 SALA 04;PARQUE SÃO MIGUEL;Represa;15057-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE LAMBISGOIA;Comida Brasileira;(17) 3221-6360;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-lambisgoia-parque-sao-miguel;Cardapio Digital;https://www.cardapiodigital.io/4dcdf622-f930-42c4-946c-175c6b9460f6/catalog;3,70;3,80;49.390.328/0001-50;AVENIDA NELSON SINIBALDI, 1281 SALA 03;PARQUE SÃO MIGUEL;Represa;15057-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CHURRASCARIA BATISTELLA;Comida Brasileira;(017) 2251-162;*;;*;*;*;*;4,20;;01.437.777/0001-80;R JOAO DIAS DA SILVA, 201 ;JARDIM SÃO PAULO;Central;15061-450;EMPRESA DE PEQUENO PORTE;01/02/5611;;;;;;;;;;;;;;
MERCEARIA FAMILY;Outros;(17) 3224-6975;*;;*;*;*;*;4,80;;00.327.578/0001-57;AV CAP SEBASTIAO A SOBRINH, 176 ;JARDIM SÃO PAULO;Central;15061-410;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CHURRASCARIA PORTO ALEGRE;Comida Brasileira;(17) 3227-3299;*;;*;*;*;*;4,10;;01.939.964/0001-62;AV BRIG FARIA LIMA, 5700 ;VILA SÃO PEDRO;HB;15090-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PANELINHA;Comida Brasileira;(17) 9729-4177;rest.panelinha;473,00;*;*;*;*;4,60;;17.582.753/0001-55;RUA MANOEL PINA, 73 ;VILA SÃO PEDRO;HB;15091-060;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 3234-4162;*;;*;*;*;*;;;05.262.268/0001-15;RUA MANOEL PINA, 98 ;VILA SÃO PEDRO;HB;15091-060;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PIZZARIA FILADELFIA SAO THOMAZ;Pizzarias/Massas;(17) 9674-7983;*;;*;*;Neemo;https://loja.neemo.com.br/filadlfiapizzariasothomaz;4,40;;47.102.460/0001-94;R ONOFRE GOMES DE PINHO, 642 ;RESIDENCIAL SÃO THOMAZ;Pinheirinho;15043-847;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
KATSUMOTO SUSHI BAR;Comida Étnica (Japão);(17) 3222-1850 / (17) 3235-2713;*;;*;*;*;*;4,70;;27.696.086/0001-95;AVENIDA NOSSA SENHORA DA PAZ, 2201 ;JARDIM ALTO ALEGRE;Central;15055-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
TAKASHI SUSHI BAR;Comida Étnica (Japão);(17) 9202-2295;*;;*;*;*;*;;;43.945.951/0001-46;AV NOSSA SENHORA DA PAZ, 2201 ;JARDIM SÃO VICENTE;Central;15055-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
TARANTELLA PIZZARIA;Pizzarias/Massas;(17) 3224-3270;pizzaria_tarantellarp;7309,00;*;*;*;*;4,60;;53.196.671/0001-36;AV NOSSA SENHORA DA PAZ, 2320 ;JARDIM SÃO VICENTE;Central;15055-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PEDACO PIZZARIA SCHMITT;Pizzarias/Massas;(17) 8833-4907;pedacocantina;4527,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pedaco-pizzaria-e-lanchonete-schmidtt-centro-engenheiro-schmitt/;*;*;3,70;;37.250.857/0001-70;RUA SAO BENTO, 265 ;CENTRO (ENGENHEIRO SCHMITT);Engenheiro Schmitt;15104-018;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
SUGOI SUSHI BOX;Comida Étnica (Japão);(17) 8132-6101;sugoisushibox;2885,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/sugoi-sushi-box-jardim-planalto;Goomer;https://sugoi.goomer.app/;3,90;4,70;20.680.863/0001-64;"AVENIDA ALFREDO ANTONIO DE OLIVEIRA, 2077 : EUC F-08;";JARDIM MARAJÓ;Represa;15046-355;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
GRILETTO;Lanchonete/Diversos;(17) 9138-1010 / (19) 3835-1700;*;;*;*;Rio Preto Shopping;https://www.riopretoshopping.com.br/gastronomia/fast-food/griletto;2,80;;10.407.111/0001-70;RUA JOSE FREDERICO RAMALHO, 185 ;RESIDENCIAL SETSUL;Vila Toninho;15081-582;EMPRESA DE PEQUENO PORTE;8219-9/99;;;;;;;;;;;;;;
*;Outros;(17) 3211-2010;*;;*;*;*;*;;;31.492.678/0001-62;AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS, 305 LOJA 05;JARDIM SEYON;Bosque;15050-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 3513-0285;*;;*;*;*;*;;;29.872.149/0001-42;AVENIDA DANILO GALEAZZI, 3055 ;JARDIM SEYON;Bosque;15051-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 8184-5032;*;;*;*;*;*;;;32.815.162/0001-74;RUA ANTONIO ALVARES, 843 ;JARDIM SEYON;Bosque;15050-510;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
LA BRASA BURGER;Lanchonetes/Hamburguerias;(17) 9184-2557;labrasaburger.riopreto;13300,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/la-brasa-burger---rio-preto-jardim-seyon;Plataforma Propria;https://riopreto.labrasaburger.com.br/;4,50;4,30;30.017.819/0001-22;AV DANILO GALEAZZI, 2052 ;JARDIM SEYON;Bosque;15051-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RIQUINHO'S CHICKEN;Lanchonetes/Hamburguerias;(17) 3217-9011;riquinhoschickenoficial;12300,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/riquinhos-chicken---seyon-jardim-seyon;*;*;4,80;4,70;35.058.902/0001-63;AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS, 725 SALA 1;JARDIM SEYON;Bosque;15050-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ROZZI RESTAURANTE;Comida Brasileira;(17) 9217-7720 / (17) 3225-3334 / (17) 8208-9740;*;;*;*;*;*;4,30;;21.747.531/0001-12;AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS, 1321 ;JARDIM SEYON;Bosque;15050-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
AMIGO'S LANCHES;Lanchonetes/Hamburguerias;(17) 8805-4930;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/amigos-lanches-jardim-seyon;*;*;5,00;;41.669.590/0001-27;AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS, 1239 ;JARDIM SEYON;Bosque;15050-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PIZZARIA SIMOES;Pizzarias/Massas;(17) 3219-6891;simoespizzaria;122,00;*;*;*;*;;;34.035.628/0001-44;RUA ALBERTO BECHARA HAGE, 170 ;JARDIM SIMÕES;CEU;15046-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CACHACARIA E RESTAURANTE RIO PRETO;Comida Brasileira;(17) 3364-4800;aguadoceriopreto;8871,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/agua-doce-cachacaria---sao-jose-jardim-urano;*;*;;;26.577.736/0001-10;RUA CAPITAO JOSE MARIA, 447 ;JARDIM URANO;HB;15084-150;EMPRESA DE PEQUENO PORTE;01/02/5611;;;;;;;;;;;;;;
MAGARI COMIDA CASEIRA;Comida Brasileira;(17) 3214-5200;*;;*;*;*;*;5,00;;48.221.157/0001-73;R JOSE MARIA - CAPITAO, 601 ;VILA SINIBALDI;HB;15084-150;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
SILVA PINTO & RIBEIRO ROTISSERIE E ANTEPASTERIA;Comida Brasileira;(17) 3215-8181;*;;*;*;*;*;;;33.922.999/0001-85;R SIRIO LIBANESA, 975 ;VILA SINIBALDI;HB;15084-130;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
VILA ESPETO II;Comida Brasileira;(17) 8188-8344;*;;*;*;*;*;;;28.202.782/0001-60;AVENIDA ARTHUR NONATO, 3145 SALA 5;VILA SINIBALDI;HB;15084-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BAR DO ROBERTO;Comida Brasileira;(17) 98142-8858;bardorobertorp;8821,00;*;*;*;*;4,70;;00.377.822/0001-96;RUA FAUSTO SENA RASGA, 785 ;PARQUE DO SOL;Cidade da Criança;15042-102;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 7323-4396;*;;*;*;*;*;;;05.911.705/0001-84;AVENIDA SAO JOSE DO RIO PRETO, 5011 ;SOLO SAGRADO;Pinheirinho;15044-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ROUTE 26 PIZZARIA;Pizzarias/Massas;(17) 3215-6855;route26rp;1085,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/route-26-solo-sagrado-i/;*;*;4,70;4,00;35.760.357/0001-52;RUA DOUTOR DIMAS RODRIGUES DE ALMEIDA, 51 ;SOLO SAGRADO;Pinheirinho;15044-320;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CHURRASCARIA BOI NA BRASA;Comida Brasileira;(17) 3215-3268 / (17) 3231-7383 / (17) 3215-3268;*;;*;*;*;*;4,50;;08.664.128/0001-61;AVENIDA DANILO GALEAZZI, 1659 SALAO;JARDIM SÔNIA;Central;15051-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
D PIMENTA;Comida Brasileira;(17) 9265-6669;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/dpimentas-jardim-seyon;*;*;4,70;;33.438.597/0001-00;AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS, 860 ;JARDIM SEYON;Bosque;15050-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE HACHI RIO PRETO;Comida Étnica (Japão);(17) 3305-2014;hachi.riopreto;9790,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/hachi-japanese-food-vila-santa-cruz;*;*;4,40;;30.411.503/0001-10;RUA INDEPENDENCIA, 3622 ;VILA BOM JESUS;Central;15102-002;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 3238-1021;*;;*;*;*;*;;;36.524.162/0001-76;AVENIDA TANCREDO NEVES, 900 BOX 07;PARQUE INDUSTRIAL TANCREDO NEVES;Vila Toninho;15076-630;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
RESTAURANTE PURO SABOR RIO PRETO;Comida Brasileira;(17) 3233-8955 / (17) 3233-8955 / (17) 3233-8955;*;;*;*;*;*;4,50;;14.284.330/0001-60;AVENIDA TANCREDO NEVES, 710 ;PARQUE INDUSTRIAL TANCREDO NEVES;Vila Toninho;15076-630;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
DELICIAS LA DE CASA;Lanchonetes/Hamburguerias;(17) 9604-2851;*;;*;*;*;*;5,00;;43.410.043/0001-58;R AFONSO PARISI, 104 ;JARDIM TANGARÁ;HB;15086-060;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
MOLECAGGIO JK PIZZARIA;Pizzarias/Massas;(17) 3353-9300;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/molecaggio-aeroporto-vila-aeroporto;*;*;4,50;;29.773.714/0001-14;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 2250 ;JARDIM TARRAF;HB;15091-450;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
MURILO RIBEIRO SILVA PIZZARIA;Pizzarias/Massas;(17) 3211-4411 / (17) 3212-7121;*;;*;*;*;*;;;08.103.311/0001-98;AVENIDA SYLVIO DELLA ROVERE, 680 ;JARDIM VISTA ALEGRE;Represa;15061-580;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
SALSA ROOFTOP;Comida Brasileira;(17) 3353-4333;salsarooftop;23100,00;*;*;*;*;4,50;;29.448.315/0001-88;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 2000 LOJA 10;JARDIM TARRAF II;HB;15092-415;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BEEF GOOD RESTAURANTE BAR;Comida Brasileira;(17) 3225-4055;*;;*;*;Get In;https://cardapio.appget.in/bbq-restaurante;4,80;;23.454.474/0001-09;AVENIDA SYLVIO DELLA ROVERE, 1080 ;JARDIM YOLANDA;Represa;15061-580;MICRO EMPRESA;0000-0/00;;;;;;;;;;;;;;
ESPAGUETE RIO PRETO;Comida Étnica (Itália);(17) 3215-5500;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/spaguetto-pasta-e-grill-jd-morumbi/;Plataforma Propria;https://spaguetto.com.br/cardapio/;3,80;4,70;28.134.050/0001-80;AVENIDA SYLVIO DELLA ROVERE, 1010 ;JARDIM YOLANDA;Represa;15061-580;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 3304-1469 / (17) 3304-1479 / (17) 3304-1469;*;;*;*;*;*;;;48.745.036/0001-20;AVENIDA SYLVIO DELLA ROVERE, 1040 ;RESIDENCIAL TRÊS MARIAS;Represa;15061-580;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
F C FERNANDES PIZZARIA;Pizzarias/Massas;(18) 3608-1718;*;;*;*;*;*;;;34.683.682/0001-04;AVENIDA SYLVIO DELLA ROVERE, 1130 LOJA 03 PAVIMENTO TERREO;JARDIM YOLANDA;Represa;15061-580;EMPRESA DE PEQUENO PORTE;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE DONNA DO SABOR;Comida Brasileira;(17) 9213-9599;*;;*;*;*;*;4,60;;27.431.438/0001-80;RUA CAPITAO JOSE MARIA, 534 ;JARDIM URANO;HB;15084-150;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CACHACARIA E RESTAURANTE RIO PRETO;Comida Brasileira;(17) 3364-4800;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/agua-doce-cachacaria---sao-jose-jardim-urano/;Plataforma Propria;https://www.aguadoce.com.br/;4,40;4,80;26.577.736/0001-10;RUA CAPITAO JOSE MARIA, 447 ;JARDIM URANO;HB;15084-150;EMPRESA DE PEQUENO PORTE;01/02/5611;;;;;;;;;;;;;;
MARIANO'S BAR E RESTAURANTE;Comida Brasileira;(17) 8815-1009;*;;*;*;*;*;;;44.441.174/0001-65;RUA DA FE, 10 ;JARDIM URANO;HB;15084-230;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
POTENGE RESTAURANTES;Comida Brasileira;(17) 3305-6282 / (17) 3305-6282;*;;*;*;*;*;;;40.653.304/0001-72;RUA JOSE CAETANO DE FREITAS, 121 ;JARDIM URANO;HB;15084-240;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RUBENS DIAS RESTAURANTE;Comida Brasileira;(17) 9634-2560 / (17) 9634-2560;Restaurante Rubens Dias;132,00;*;*;*;*;4,30;;08.815.131/0001-39;RUA DA FE, 454 ;JARDIM URANO;HB;15084-230;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 9182-0199;*;;*;*;*;*;;;45.933.395/0001-13;AV DOMINGOS FALAVINA, 308 ;JARDIM VALE DO SOL;Pinheirinho;15045-165;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
VILLA CURTI 2 - ESPETOS E PORÇÕES;Comida Brasileira;(17) 3364-4859;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/villa-curti-jardim-residencial-vetorasso/;*;*;4,20;4,60;23.921.825/0001-44;AVENIDA FORTUNATO ERNESTO VETORASSO, 940 ;JARDIM RESIDENCIAL VETORASSO;Cidade da Criança;15040-300;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
