Empresas do ramo alimentício de São José do Rio Preto;;;;;;;;;;;;;;;;;;;;;
Nome ;Franquias;Segmento ;Contato;Instagram/Facebook;Número de Seguidores;Ifood;Link Ifood;Outra Plataforma de Delivery;Link da Plataforma ;Avaliação Google;Avaliação Ifood;Quantidade de Avaliações (Google);Quantidade de Avaliações (Ifood);CNPJ;Endereço;Bairro;Região Adm;CEP;Porte;CNAE;
JUAREZ BURGUER;;Lanchonetes/Hamburguerias;(17) 99236-2828;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/juarez-burger-lanches-porcoes-e-pasteis-vila-imperial;Cardapio Digital;https://www.cardapiodigital.io/juarezburger/catalog;5;4,7;4;94;49.114.421/0001-32;R BENJAMIN CONSTANT, 3268 ;CENTRO;Central;15015-600;MICRO EMPRESA;01/02/5611;
BAR DAS MENINAS;;Lanchonetes/Hamburguerias;(17) 98164-1095;*;;*;*;*;*;4,4;;85;0;09.327.617/0001-90;RUA QUINZE DE NOVEMBRO, 2929 CONJ. 01;CENTRO;Central;15015-110;MICRO EMPRESA;03/02/5611;
ESFIHA & CIA;;Lanchonetes/Hamburguerias;(17) 98126-8915;esfihaeciariopreto;1158;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/esfiha--cia--josina-vila-anchieta;*;*;4,7;4,3;228;7;67.940.817/0001-10;R GENERAL GLICERIO, 2923 ;CENTRO;Central;15015-400;MICRO EMPRESA;03/02/5611;
VILLA CALCADAO;;Lanchonetes/Hamburguerias;(17)3234-5379;villadossalgados;3610;*;*;*;*;;;0;0;35.755.173/0001-02;R ANTONIO DE GODOY, 2975 ;CENTRO;Central;15015-100;MICRO EMPRESA;03/02/5611;
LANCHONETE TURBO DOG;;Lanchonetes/Hamburguerias;(17) 3222-1699;turbodogriopreto;6559;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/turbo-dog-centro;Whats App/AppStore/Plataforma Própria;https://api.whatsapp.com/send?phone=5517992703760 /  https://apps.apple.com/br/app/turbo-dog/id1443860505 / ;4,6;4,6;2834;150;04.619.137/0001-80;RUA GENERAL GLICERIO, 3182 ;CENTRO;Central;15015-400;MICRO EMPRESA;03/02/5611;
BERNARDINO'S LANCHES CENTRO;;Lanchonetes/Hamburguerias;(17) 99130-6177;bernardinoslanches;19800;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/bernardinos-lanches-centro;Menu Dino;https://bernardinoslanchescentro.menudino.com/?rwg_token=AFP2EnMFguucLAa46-BzGrEARLqQEvKHHPfrmKvDYXQly0fAfv3HGF8t_e1k68NxrZ5OBG40WWTc6xm841KKwjKQN9yBtgpXAst_7BHyu5uOqD2Ck4F7klo%3D;4,5;4,6;2821;145;26.200.586/0001-21;RUA BERNARDINO DE CAMPOS, 3474 ;CENTRO;Central;15015-300;MICRO EMPRESA;03/02/5611;
LANCHONETE BALALAIKA;;Lanchonetes/Hamburguerias;(17) 99134-1725;*;;*;*;*;*;4,2;;49;0;05.943.572/0001-28;RUA BERNARDINO DE CAMPOS, 2888 ;CENTRO;Central;15015-300;MICRO EMPRESA;03/02/5611;
SUCOS DA FAZENDA;;Lanchonetes/Hamburguerias;(17)3234-4480;Ativo(Face);19417;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/sucos-da-fazenda-vila-maceno/def7f9c6-66af-4eb8-b4ee-1bfce717fe41?utm_medium=ReserveGoogle;Whats App/Waymenu;https://api.whatsapp.com/send/?phone=551732344480&text&type=phone_number&app_absent=0 / ;4,6;4,8;202;17;35.792.880/0001-60;R BERNARDINO DE CAMPOS, 3558 ;CENTRO;Central;15060-010;MICRO EMPRESA;03/02/5611;
VILLA DOS SALGADOS CENTRO;;Lanchonetes/Hamburguerias;(17)3012-2858;villadossalgados;3610;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/villa-dos-salgados-siqueira-campos-centro;*;*;4,5;4,7;872;69;03.577.448/0001-60;RUA SIQUEIRA CAMPOS, 2819 A;CENTRO;Central;15010-040;MICRO EMPRESA;03/02/5611;
TIA SONIA CACHORRO QUENTE;;Lanchonetes/Hamburguerias;(17) 3212-7227;cachorroquentetiasonia;26126;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/cachorro-quente-tia-sonia---andalo-centro/b1de6673-1d80-4e85-9b60-6c528a71db53?utm_medium=ReserveGoogle;Menu Dino;https://andalo.menudino.com/?rwg_token=AFP2EnMzRaRVmnj-gnFpjeF8cBAg4E9g747i6q7G17LnlIDDuXpzkD9zZbNz6UHIkCmlZTpYcStNymjbQgqPk4g1d849sx6-BDeUEg9kmQRYoi2H-IxXhF4%3D;4,4;4,9;205;295;36.598.420/0001-69;AV DOUTOR ALBERTO ANDALO, 3112 ;CENTRO;Central;15015-000;MICRO EMPRESA;03/02/5611;
HILTON HOT DOG;;Lanchonetes/Hamburguerias;(17) 3234-2528;*;;*;*;*;*;4,8;;385;0;30.945.619/0001-30;AVENIDA DOUTOR ALBERTO ANDALO, 2953 ;CENTRO;Central;15015-000;MICRO EMPRESA;03/02/5611;
VILLA DOS SALGADOS CALÇADÃO;;Lanchonetes/Hamburguerias;(17) 3355-0061;villadossalgados;3610;*;*;*;*;4,3;;61;0;44.640.245/0001-59;R BERNARDINO DE CAMPOS, 3073 ;CENTRO;Central;15015-300;MICRO EMPRESA;03/02/5611;
PIZZAS CHEFE DI PIEMONTE;;Lanchonetes/Hamburguerias;(17) 98114-9092;pizzariachefedipiemonte;898;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/chefe-di-piemonte-pizzas-centro;*;*;3,3;;4;0;27.634.847/0001-84;RUA ANTONIO DE GODOY, 3580 ;CENTRO;Central;15015-100;MICRO EMPRESA;03/02/5611;
SARAFA LANCHES;;Lanchonetes/Hamburguerias;(17) 99126-9153;Ativo(Face);631;*;*;*;*;4,6;;131;0;17.799.233/0001-07;RUA TARLEY ROSSI VILELA, 293 ;PARQUE DA CIDADANIA;CEU;15047-222;MICRO EMPRESA;03/02/5611;
CASA DO CUPIM;;Comida Brasileira;(17) 32161292;*;;Ativo;*;Plataforma Propria;http://ranchodocupim.com.br/cardapio-sjrp;4,2;8;1425;0;05.391.472/0001-36;AVENIDA MURCHID HONSI, 2465;JARDIM SANTA MARIA;HB;15080-210;EMPRESA DE PEQUENO PORTE;03/02/5611;
FRUTTO RESTAURANTE;;Lanchonete/Diversos;(17) 3216-1608;restaurante_frutto;5537;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/frutto-restaurante-jardim-santa-maria;menudino;https://frutto.menudino.com/?rwg_token=AFP2EnN4vWhWM96w_X-h87NMuegBxpOBU7eFyukwFxpR9mLpPtzDABNZdniO0EzneH1R_VaGywwGBW9Ue_EJd58oTSFCtLIRyWFGZ3gSB_0nwTyurqEyar0%3D;4,8;5;950;211;20.525.562/0001-66;AV. MURCHID HOMSI, 2385;JARDIM SANTA MARIA;HB;15080-210;MICRO EMPRESA;03/02/5611;
JOHN'S PIZZAS;;Pizzarias/Massas;(17) 99228-9988;johns.pizzas;1056;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/johns-pizzas-residencial-santa-regina/;menudino;https://johnspizza.menudino.com/?rwg_token=AFP2EnNCaRABsUIycs3KnYvmowarnPiJ_GQWO2DArbsUG6FkYlFXyV22aq71eyNcO_idopL_sshyZFi63mcxjWJKnmc2586N_Sf8QgL0oCq8iaqfhwFU01M%3D;4,7;;20;0;47.368.260/0001-88;RUA ANTONIO CARLOS ALVES, 593;RESIDENCIAL SANTA REGINA;Engenheiro Schmit;15077-366;INDIVIDUAL;01/02/5611;
SERAFIM;;Comida Brasileira;(17) 99739-6484;serafim_riopreto;24800;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/serafim-rio-preto-vila-santo-antonio;Plataforma Propria;http://www.serafimrestaurante.com.br/;4,4;5;914;11;20.498.842/0001-22;RUA MAJOR EMIDIO DE CASTRO, 583;VILA SANTO ANTONIO;Central;15014-420;MICRO EMPRESA;01/02/5611;
CARNEIRINHO;;Comida Brasileira;(17) 3013-2870;carneirinho.bar;700;*;*;*;*;4,8;;224;0;61.613.451/0001-99;RUA SAO CARLOS, 141;VILA SANTO ANTONIO;Central;15014-480;MICRO EMPRESA;01/02/5611;
BRAZERUS STEAK & BURGER;;Lanchonetes/Hamburguerias;(17) 99196-7208;brazerusburger;1698;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/brazerus-burger-vila-santo-antonio;Ola Clickl;https://brazerus2.ola.click/;5;5;59;52;42.351.158/0001-56;RUA INDEPENDENCIA, 3777;VILA SANTO ANTONIO;Central;15014-400;MICRO EMPRESA;01/02/5611;
JU-SAN JAPANESE FOOD;;Comida Étnica (Japão);(17) 99117-2290;jusanjapanesefood;1293;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/ju-san-vila-santo-antonio;*;*;4,8;;26;0;41.538.045/0001-00;RUA INDEPENDENCIA, 4160;VILA SANTO ANTONIO;Central;15014-400;INDIVIDUAL;04/02/5611;
GAMBÓFA BAR E PETISCARIA;;Comida Brasileira;(17) 3364-5390;gambofa_;4251;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/gambofa---bar--petiscaria-vila-aurora/;*;*;4,5;3,3;166;1;32.274.692/0001-52;RUA SOUZA BARROS, 311;VILA SANTO ANTONIO;Central;15014-380;MICRO EMPRESA;01/02/5611;
O CORONEL BURGDOG;;Lanchonetes/Hamburguerias;(17) 3353-0405;*;;*;*;*;*;4,5;;135;0;38.207.074/0001-76;RUA INDEPENDENCIA, 4160;VILA SANTO ANTONIO;Central;15014-400;INDIVIDUAL;01/02/5611;
PINÓ 4002 BAR;;Comida Brasileira;(17) 99713-9048;pino_4002;30900;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pino-4002-vila-santo-antonio;*;*;4,6;;18;0;33.263.574/0001-01;RUA INDEPENDENCIA, 4002;VILA SANTO ANTONIO;Central;15014-400;MICRO EMPRESA;01/02/5611;
MINIMERCADO LUAN;;Outros;(17) 991625663;*;;*;*;*;*;;;0;0;07.817.776/0001-48;RUA JOSEFINA REIS ASSUNCAO, 141;VILA SANTO ANTONIO;Central;15047-147;INDIVIDUAL;01/02/5611;
RESTAURANTE SAMAMBAIA;;Comida Brasileira;(17) 3301-3042;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-samambaia-santos-dumont;*;*;4,6;4,8;775;32;11.728.628/0001-24;RUA PRESCILIANO PINTO, 2324;SANTOS DUMONT;Central;15020-000;MICRO EMPRESA;01/02/5611;
M I S BAR E LANCHONETE;;Lanchonete/Diversos;(17) 3225-9912;*;;*;*;*;*;;;0;0;28.981.435/0001-83;RUA JOAO JOSE LUCANIA FERNANDES, 261;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;Represa;15057-200;MICRO EMPRESA;01/02/5611;
BURGUETTE;;Lanchonetes/Hamburguerias;(17) 99220-9202;*;;*;*;*;*;;;0;0;18.507.951/0001-17;ESTRADA BENEDITO SUFREDINI, 855;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;Represa;15057-000;MICRO EMPRESA;01/02/5611;
NEVES MARMITARIA LTDA;;Comida Brasileira;(17) 3301-2649;nevesmarmitaria;536;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/neves-marmitaria-ltda-conjunto-habitacional-sao-deocleciano/;*;*;4,6;4,8;112;100;39.381.254/0001-32;RUA TOSHIO WATANABE, 90 ;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;Represa;15057-090;MICRO EMPRESA;01/02/5611;
PIZZARIA DO BRANCO;;Pizzarias/Massas;(17) 3353-5408;pizzariadobranco;6149;*;*;Plataforma Propria;https://pizzariadobranco.com.br/;4,6;;648;0;37.718.330/0001-27;RUA JOAQUIM ANTONIO MACHADO DE CAMPOS, 991 ;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;Represa;15057-150;MICRO EMPRESA;01/02/5611;
TONINHOS COMIDA CASEIRA II;;Comida Brasileira;(17) 3012-1029 / (17) 3012-1822;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/toninhos-comida-caseira-ii-sao-deocleciano;*;*;4,6;5;678;66;12.846.852/0001-83;RUA VIRGILIO DIAS DE CASTRO, 38 CASA FRENTE;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;Represa;15057-030;MICRO EMPRESA;01/02/5611;
EMPORIUM REGINA;;Comida Brasileira;(17) 3223-4384;*;;*;*;*;*;4,7;;33;0;45.907.453/0001-34;RUA VIRGILIO DIAS DE CASTRO, 170 ;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;Represa;15057-030;MICRO EMPRESA;01/02/5611;
RESTAURANTE FRANCISCANO;;Comida Brasileira;(17) 3216-3875 / (17) 3216-6833;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-franciscano-sao-francisco;Anota Ai;https://pedido.anota.ai/loja/restaurantefranciscano?from=site&referer=https://www.google.com/;4,5;4,4;559;28;13.078.577/0001-68;AVENIDA BENEDITO RODRIGUES LISBOA, 333 ;JARDIM SÃO FRANCISCO;HB;15086-000;MICRO EMPRESA;01/02/5611;
VELHO CHICO EMPORIO E BOTIQUIM;;Outros;(18) 9157-1277;*;;*;*;*;*;;;0;0;35.833.533/0001-39;R RUITHER MOREIRA RODRIGUES, 1759 ;JARDIM SÃO FRANCISCO;HB;15086-055;MICRO EMPRESA;01/02/5611;
ESPETO DO X;;Outros;(17) 9213-3850;*;;*;*;*;*;;;0;0;36.966.542/0001-60;RUA RUITHER MOREIRA RODRIGUES, 1850 ;JARDIM SÃO FRANCISCO;HB;15086-055;MICRO EMPRESA;01/02/5611;
OLIVEIRA E SILVA PIZZARIA RIO PRETO LTDA;;Pizzarias/Massas;(17) 3227-0725;*;;*;*;*;*;;;0;0;41.093.585/0001-19;AVENIDA PRESIDENTE GETULIO VARGAS, 314 ;JARDIM SÃO FRANCISCO;HB;15086-080;MICRO EMPRESA;01/02/5611;
PIZZARIA AURORA;;Pizzarias/Massas;(17) 3364-8002 / (17) 3364-8006;aurorapizzariarp;916;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pizzaria-aurora-sao-francisco;*;*;4,5;4,8;205;27;30.492.692/0001-01;AVENIDA PRESIDENTE GETULIO VARGAS, 550 ;JARDIM SÃO FRANCISCO;HB;15086-080;MICRO EMPRESA;01/02/5611;
AQUILES TUKAMOTO S. J. DO RIO PRETO;;Lanchonete/Diversos;(17) 3227-8619;aquilessashimi;3046;*;*;*;*;4,6;;915;0;04.972.650/0001-50;RUA PORTUGAL, 856 ;VILA SÃO JOAQUIM;HB;15084-070;MICRO EMPRESA;01/02/5611;
OW CAFE E GASTRONOMIA;;Outros;(17) 8829-0535 / (17) 3301-1713 / (17) 3301-1714;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/ow-cafe-sao-joaquim/;*;*;4,9;4,7;639;44;36.447.636/0001-23;RUA INDEPENDENCIA, 4559 ;VILA SÃO JOAQUIM;HB;15084-110;MICRO EMPRESA;03/02/5611;
ROTISSERIE DA SOGRA;;Comida Brasileira;(17) 3211-9900 / (17) 9147-2674 / (17) 3211-9900;*;;*;*;*;*;4,5;;63;0;18.787.285/0001-18;RUA INDEPENDENCIA, 4.559 ;VILA SÃO JOAQUIM;HB;15084-110;MICRO EMPRESA;01/02/5611;
LRS PIZZARIA E ALIMENTOS LTDA;;Pizzarias/Massas;(17) 3211-4411;*;;*;*;*;*;;;0;0;29.773.740/0001-42;AVENIDA DOUTOR ERNANI PIRES DOMINGUES, 1846 QUADRA4;ELDORADO;Cidade da Criança;15043-180;MICRO EMPRESA;01/02/5611;
FLORITA CAFE;;Outros;(17) 9713-4378 / (17) 3212-5476;*;;*;*;*;*;;;0;0;05.324.873/0001-73;AVENIDA BRIGADEIRO FARIA LIMA, 5544 FUNDOS A 100 METROS QUIOSQ01;VILA SÃO JOSÉ;HB;15090-000;MICRO EMPRESA;03/02/5611;
RESTAURANTE SO SUCO;;Lanchonete/Diversos;(17) 3211-9900;*;;*;*;*;*;4,5;;1600;0;25.044.999/0001-00;AVENIDA BRIGADEIRO FARIA LIMA, 5555 ;VILA SÃO JOSÉ;HB;15090-000;MICRO EMPRESA;03/02/5611;
RISOTTO MIX;;Lanchonete/Diversos;(17) 3523-4969 / (17) 3521-2866 / (17) 3523-4969;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/risotto-mix-jardim-marajo;*;*;3;4,6;34;137;14.440.698/0001-70;AVENIDA ALFREDO ANTONIO DE OLIVEIRA, 2077 SETOR EUC F-04;JARDIM MARAJÓ;Represa;15046-355;MICRO EMPRESA;01/02/5611;
AVALANCHE;;Outros;(17) 3217-9555 / (17) 3217-9555;*;;*;*;*;*;;;0;0;12.483.631/0001-98;RUA MARIA ROSA FERRARI, 501 SALA SALAO;VILA SAO JOSE OPERARIO;Cidade da Criança;15035-380;MICRO EMPRESA;01/02/5611;
VARANDA'S RESTAURANTE;;Comida Brasileira;(17) 3214-0622;*;;*;*;*;*;4,6;;45;0;31.004.217/0001-01;AVENIDA SAO JUDAS TADEU, 29 ;VILA SÃO JUDAS TADEU;Vila Toninho;15075-290;MICRO EMPRESA;03/02/5611;
BLESSED RESTAURANTE E ESPETARIA;;Comida Brasileira;(17) 8817-8141;*;;*;*;*;*;;;0;0;43.213.401/0001-32;AV MAJOR LEO LERRO, 1360 SALA B;VILA SÃO JUDAS TADEU;Vila Toninho;15075-230;MICRO EMPRESA;01/02/5611;
EMPORIO DI MARIA;;Outros;(17) 9272-1479;dimaria.riopreto;667;*;*;*;*;4,7;;10;0;42.437.000/0001-01;AVENIDA DE MAIO, 2225 ;VILA SÃO JUDAS TADEU;Vila Toninho;15075-350;MICRO EMPRESA;01/02/5611;
OSNI LANCHES;;Lanchonete/Diversos;(17) 3218-3254;osnilanches;2660;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/osni-lanches-vila-sao-judas-tadeu;PodPedi;https://podpedi.com/osnilanches;4,2;4,5;1352;44;04.781.776/0001-47;AVENIDA DE MAIO, 2235 ;VILA SÃO JUDAS TADEU;Vila Toninho;15075-350;EMPRESA DE PEQUENO PORTE;01/02/5611;
YALLAH EXPRESS;;Comida Étnica (Arábia);(17) 3042-1581;yallah.express;7040;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/yallah-express-esfiharia-parque-sao-miguel;*;*;4,2;4,4;86;56;35.848.961/0001-35;AVENIDA NELSON SINIBALDI, 1250 SALA 04;PARQUE SÃO MIGUEL;Represa;15057-500;MICRO EMPRESA;01/02/5611;
RESTAURANTE LAMBISGOIA;;Comida Brasileira;(17) 3221-6360;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-lambisgoia-parque-sao-miguel;Cardapio Digital;https://www.cardapiodigital.io/4dcdf622-f930-42c4-946c-175c6b9460f6/catalog;3,7;3,8;3;4;49.390.328/0001-50;AVENIDA NELSON SINIBALDI, 1281 SALA 03;PARQUE SÃO MIGUEL;Represa;15057-500;MICRO EMPRESA;01/02/5611;
CHURRASCARIA BATISTELLA;;Comida Brasileira;(017) 2251-162;*;;*;*;*;*;4,2;;3754;0;01.437.777/0001-80;R JOAO DIAS DA SILVA, 201 ;JARDIM SÃO PAULO;Central;15061-450;EMPRESA DE PEQUENO PORTE;01/02/5611;
MERCEARIA FAMILY;;Outros;(17) 3224-6975;*;;*;*;*;*;4,8;;11;0;00.327.578/0001-57;AV CAP SEBASTIAO A SOBRINH, 176 ;JARDIM SÃO PAULO;Central;15061-410;MICRO EMPRESA;01/02/5611;
CHURRASCARIA PORTO ALEGRE;;Comida Brasileira;(17) 3227-3299;*;;*;*;*;*;4,1;;919;0;01.939.964/0001-62;AV BRIG FARIA LIMA, 5700 ;VILA SÃO PEDRO;HB;15090-000;MICRO EMPRESA;01/02/5611;
PANELINHA;;Comida Brasileira;(17) 9729-4177;rest.panelinha;473;*;*;*;*;4,6;;388;0;17.582.753/0001-55;RUA MANOEL PINA, 73 ;VILA SÃO PEDRO;HB;15091-060;MICRO EMPRESA;01/02/5611;
PIZZARIA FILADELFIA SAO THOMAZ;;Pizzarias/Massas;(17) 9674-7983;*;;*;*;Neemo;https://loja.neemo.com.br/filadlfiapizzariasothomaz;4,4;;16;0;47.102.460/0001-94;R ONOFRE GOMES DE PINHO, 642 ;RESIDENCIAL SÃO THOMAZ;Pinheirinho;15043-847;MICRO EMPRESA;01/02/5611;
KATSUMOTO SUSHI BAR;;Comida Étnica (Japão);(17) 3222-1850 / (17) 3235-2713;*;;*;*;*;*;4,7;;12;0;27.696.086/0001-95;AVENIDA NOSSA SENHORA DA PAZ, 2201 ;JARDIM ALTO ALEGRE;Central;15055-500;MICRO EMPRESA;01/02/5611;
TAKASHI SUSHI BAR;;Comida Étnica (Japão);(17) 9202-2295;*;;*;*;*;*;;;0;0;43.945.951/0001-46;AV NOSSA SENHORA DA PAZ, 2201 ;JARDIM PAULISTA;Central;15055-500;MICRO EMPRESA;01/02/5611;
PEDACO PIZZARIA SCHMITT;;Pizzarias/Massas;(17) 8833-4907;pedacocantina;4527;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pedaco-pizzaria-e-lanchonete-schmidtt-centro-engenheiro-schmitt/;*;*;3,7;;13;0;37.250.857/0001-70;RUA SAO BENTO, 265 ;CENTRO (ENGENHEIRO SCHMITT);Engenheiro Schmitt;15104-018;MICRO EMPRESA;01/02/5611;
WELL BURGUER;;Lanchonetes/Hamburguerias;(17) 99121-3938 ;well_burguer;7700;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/well-burguer-jardim-planalto;Menu Dino;https://wellburguer.menudino.com/;4,7;4,8;124;134;44.962.325/0001-20 ;AV. ALFREDO ANTÔNIO DE OLIVEIRA, 2685;JARDIM PLANALTO;Central;15046-619;MICRO EMPRESA;01/02/5611;
LA BRASA BURGER;;Lanchonetes/Hamburguerias;(17) 9184-2557;labrasaburger.riopreto;13300;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/la-brasa-burger---rio-preto-jardim-seyon;Plataforma Propria;https://riopreto.labrasaburger.com.br/;4,5;4,3;554;137;30.017.819/0001-22;AV DANILO GALEAZZI, 2052 ;JARDIM SEYON;Bosque;15051-000;MICRO EMPRESA;03/02/5611;
ROZZI RESTAURANTE;;Comida Brasileira;(17) 9217-7720 / (17) 3225-3334 / (17) 8208-9740;*;;*;*;*;*;4,3;;131;0;21.747.531/0001-12;AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS, 1321 ;JARDIM SEYON;Bosque;15050-500;MICRO EMPRESA;01/02/5611;
AMIGO'S LANCHES;;Lanchonetes/Hamburguerias;(17) 8805-4930;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/amigos-lanches-jardim-seyon;*;*;5;;6;0;41.669.590/0001-27;AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS, 1239 ;JARDIM SEYON;Bosque;15050-500;MICRO EMPRESA;01/02/5611;
PIZZARIA SIMOES;;Pizzarias/Massas;(17) 3219-6891;simoespizzaria;122;*;*;*;*;4,8;;20;0;34.035.628/0001-44;RUA ALBERTO BECHARA HAGE, 170 ;JARDIM SIMÕES;CEU;15046-500;MICRO EMPRESA;01/02/5611;
CACHACARIA E RESTAURANTE RIO PRETO;;Comida Brasileira;(17) 3364-4800;aguadoceriopreto;8871;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/agua-doce-cachacaria---sao-j-do-r-preto-jardim-urano/0d5df369-150d-413b-8d54-e0b0154d8d73?utm_medium=ReserveGoogle;Plataforma Propria;https://www.aguadoce.com.br/;4,4;4,7;803;44;26.577.736/0001-10;RUA CAPITAO JOSE MARIA, 447 ;JARDIM URANO;HB;15084-150;EMPRESA DE PEQUENO PORTE;01/02/5611;
MAGARI COMIDA CASEIRA;;Comida Brasileira;(17) 3214-5200;*;;*;*;*;*;5;;12;0;48.221.157/0001-73;R JOSE MARIA - CAPITAO, 601 ;VILA SINIBALDI;HB;15084-150;MICRO EMPRESA;01/02/5611;
SILVA PINTO & RIBEIRO ROTISSERIE E ANTEPASTERIA;;Comida Brasileira;(17) 3215-8181;*;;*;*;*;*;;;0;0;33.922.999/0001-85;R SIRIO LIBANESA, 975 ;VILA SINIBALDI;HB;15084-130;MICRO EMPRESA;01/02/5611;
VILA ESPETO II;;Comida Brasileira;(17) 8188-8344;*;;*;*;*;*;;;0;0;28.202.782/0001-60;AVENIDA ARTHUR NONATO, 3145 SALA 5;VILA SINIBALDI;HB;15084-000;MICRO EMPRESA;01/02/5611;
BAR DO ROBERTO;;Comida Brasileira;(17) 98142-8858;bardorobertorp;8821;*;*;*;*;4,7;;486;0;00.377.822/0001-96;RUA FAUSTO SENA RASGA, 785 ;PARQUE DO SOL;Cidade da Criança;15042-102;MICRO EMPRESA;01/02/5611;
ROUTE 26 PIZZARIA;;Pizzarias/Massas;(17) 3215-6855;route26rp;1085;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/route-26-solo-sagrado-i/;*;*;4,7;4;29;3;35.760.357/0001-52;RUA DOUTOR DIMAS RODRIGUES DE ALMEIDA, 51 ;SOLO SAGRADO;Pinheirinho;15044-320;MICRO EMPRESA;01/02/5611;
CHURRASCARIA BOI NA BRASA;;Comida Brasileira;(17) 3215-3268 / (17) 3231-7383 / (17) 3215-3268;*;;*;*;*;*;4,5;;1197;0;08.664.128/0001-61;AVENIDA DANILO GALEAZZI, 1659 SALAO;JARDIM SÔNIA;Central;15051-000;MICRO EMPRESA;01/02/5611;
D PIMENTA;;Comida Brasileira;(17) 9265-6669;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/dpimentas-jardim-seyon;*;*;4,7;;39;0;33.438.597/0001-00;AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS, 860 ;JARDIM SEYON;Bosque;15050-500;MICRO EMPRESA;01/02/5611;
RESTAURANTE HACHI RIO PRETO;;Comida Étnica (Japão);(17) 3305-2014;hachi.riopreto;9790;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/hachi-japanese-food-vila-santa-cruz;*;*;4,4;;1281;0;30.411.503/0001-10;RUA INDEPENDENCIA, 3622 ;VILA BOM JESUS;Central;15102-002;MICRO EMPRESA;01/02/5611;
RESTAURANTE PURO SABOR RIO PRETO;;Comida Brasileira;(17) 3233-8955 / (17) 3233-8955 / (17) 3233-8955;*;;*;*;*;*;4,5;;146;0;14.284.330/0001-60;AVENIDA TANCREDO NEVES, 710 ;PARQUE INDUSTRIAL TANCREDO NEVES;Vila Toninho;15076-630;MICRO EMPRESA;01/02/5611;
DELICIAS LA DE CASA;;Lanchonetes/Hamburguerias;(17) 9604-2851;*;;*;*;*;*;5;;1;0;43.410.043/0001-58;R AFONSO PARISI, 104 ;JARDIM TANGARÁ;HB;15086-060;MICRO EMPRESA;03/02/5611;
BEEF GOOD RESTAURANTE BAR;;Comida Brasileira;(17) 3225-4055;*;;*;*;Get In;https://cardapio.appget.in/bbq-restaurante;4,8;;4;0;23.454.474/0001-09;AVENIDA SYLVIO DELLA ROVERE, 1080 ;JARDIM YOLANDA;Represa;15061-580;MICRO EMPRESA;01/02/5611;
